,Genero,Artista,Titulo,longitud_cancion,diversidad_lexica,verbos_unicos,adjetivos_unicos,sustantivos_unicos
2386,vallenato,Los Betos,Asi No Es Ella,100.0,0.94,0.26,0.18,0.34
2387,vallenato,Los Betos,Gemela,78.0,0.6795,0.2821,0.1026,0.2051
2388,vallenato,Los Betos,Aquel Amor,94.0,0.9043,0.3511,0.2128,0.266
2389,vallenato,Los Betos,La Que Me Mueve El Piso,131.0,0.5267,0.2214,0.0611,0.145
2390,vallenato,Los Betos,Cual de Los Dos,100.0,0.81,0.31,0.15,0.24
2391,vallenato,Los Betos,Descenlace,107.0,0.9159,0.3271,0.1963,0.3364
2392,vallenato,Los Betos,Un Collar de Versos,109.0,0.789,0.2569,0.1651,0.2752
2393,vallenato,Los Betos,Canciones Lindas,92.0,0.8478,0.3587,0.1196,0.2826
2394,vallenato,Los Betos,Errante,133.0,0.6842,0.3083,0.1053,0.2256
2395,vallenato,Los Betos,La Formulita,114.0,0.807,0.2193,0.2018,0.2456
2396,vallenato,Los Betos,Que Ingratitud,133.0,0.6241,0.3083,0.0602,0.1955
2397,vallenato,Los Betos,Regalo Mis Canciones,100.0,0.71,0.2,0.17,0.31
2398,vallenato,Los Betos,A Mi No Me Importa,56.0,0.9464,0.3571,0.1429,0.3214
2399,vallenato,Los Betos,Déjenme Quererla,79.0,0.6962,0.2911,0.038,0.2025
2400,vallenato,Los Betos,Ilusión,114.0,0.5614,0.2719,0.0702,0.1491
2401,vallenato,Los Betos,Lluvia de Mujeres,102.0,0.7255,0.2353,0.1176,0.2157
2402,vallenato,Los Betos,No Cambies,49.0,0.8571,0.3061,0.1224,0.1633
2403,vallenato,Los Betos,Por Jugar Al Amor,120.0,0.6917,0.275,0.1,0.2833
2404,vallenato,Los Betos,Quiero Ser Tu Novio,135.0,0.4667,0.1852,0.1185,0.1333
2405,vallenato,Los Betos,Ausencia Sentimental,137.0,0.9124,0.3212,0.146,0.292
2406,vallenato,Los Betos,Lo Mismo Que Siento Yo,84.0,0.6429,0.2857,0.0714,0.2381
2407,vallenato,Los Betos,Y Hasta Mas,110.0,0.6636,0.1636,0.1364,0.2091
2408,vallenato,Los Betos,Pueblerina,116.0,0.7672,0.3621,0.1121,0.2241
2409,vallenato,Los Betos,La Ley Del Embudo,95.0,0.6,0.2211,0.1158,0.2211
2410,vallenato,Los Betos,Malas y Buenas,60.0,0.6333,0.2167,0.1167,0.2833
2411,vallenato,Los Betos,Olvida Esa Pena,61.0,0.7213,0.2295,0.1148,0.2951
2412,vallenato,Los Betos,Bendito Diciembre,126.0,0.746,0.1667,0.2222,0.2698
2413,vallenato,Los Betos,El besito,67.0,0.4776,0.1343,0.1045,0.1343
2414,vallenato,Los Betos,Flores De Abril,132.0,0.5152,0.197,0.0606,0.1288
2415,vallenato,Los Betos,Que Bonita Ni Que Na,85.0,0.5059,0.1412,0.1294,0.1647
2416,vallenato,Martín Elías,Te Amaré,115.0,0.4087,0.1478,0.0696,0.1391
2417,vallenato,Martín Elías,El Terremoto,79.0,0.8101,0.4051,0.0759,0.2405
2418,vallenato,Martín Elías,Loco Por Tu Amor,148.0,0.6014,0.2027,0.0743,0.1959
2419,vallenato,Martín Elías,Abrete,127.0,0.5984,0.252,0.0787,0.2047
2420,vallenato,Martín Elías,Benditos Celos,109.0,0.6147,0.2844,0.0826,0.156
2421,vallenato,Martín Elías,En Cuerpo y Alma (part. Rolando Ochoa),106.0,0.5943,0.2264,0.0566,0.1981
2422,vallenato,Martín Elías,10 Razones Para Amarte (part. Juancho de La Espriella),136.0,0.4191,0.2279,0.0368,0.0956
2423,vallenato,Martín Elías,Al Fin Llegaste Tu,133.0,0.5564,0.2256,0.0602,0.1504
2424,vallenato,Martín Elías,El Latigo,116.0,0.4655,0.1379,0.069,0.1293
2425,vallenato,Martín Elías,Cancelada de mi vida,122.0,0.5574,0.1967,0.1393,0.1393
2426,vallenato,Martín Elías,Linda,133.0,0.5338,0.1729,0.0827,0.1805
2427,vallenato,Martín Elías,No Tengas Duda de Mi,118.0,0.5593,0.2881,0.0424,0.1356
2428,vallenato,Martín Elías,Pecar Es Sabroso,101.0,0.7426,0.3267,0.1188,0.2277
2429,vallenato,Martín Elías,Amor Amor,49.0,0.449,0.1837,0.0612,0.1429
2430,vallenato,Martín Elías,El Complemento de Mi Vida,77.0,0.5455,0.1818,0.0649,0.2857
2431,vallenato,Martín Elías,Problema Tuyo,89.0,0.5843,0.2809,0.1124,0.1236
2432,vallenato,Martín Elías,El Que Quiero Yo,109.0,0.4587,0.1468,0.0459,0.1468
2433,vallenato,Martín Elías,Yo Soy Mundial,171.0,0.5263,0.1404,0.0936,0.1053
2434,vallenato,Carlos Vives,Pa' mayte,69.0,0.4348,0.1449,0.029,0.029
2435,vallenato,Carlos Vives,La Bicicleta (part. Shakira),160.0,0.4312,0.1438,0.075,0.1375
2436,vallenato,Carlos Vives,Las Mujeres (part. Juanes),113.0,0.3805,0.0885,0.0973,0.1593
2437,vallenato,Carlos Vives,Robarte Un Beso (part. Sebastián Yatra),148.0,0.3041,0.1554,0.0405,0.0946
2438,vallenato,Carlos Vives,La Gota Fria,69.0,0.6812,0.2464,0.0725,0.1884
2439,vallenato,Carlos Vives,La Tierra Del Olvido,86.0,0.4651,0.093,0.0465,0.2558
2440,vallenato,Carlos Vives,Volvi a Nacer,101.0,0.4752,0.2178,0.0792,0.1683
2441,vallenato,Carlos Vives,Carnavalito,77.0,0.1818,0.039,0.0779,0.0519
2442,vallenato,Carlos Vives,Cuando Nos Volvamos a Encontrar (part. Marc Anthony),115.0,0.4783,0.2087,0.0609,0.1043
2443,vallenato,Carlos Vives,El Testamento,81.0,0.8519,0.284,0.1605,0.2716
2444,vallenato,Carlos Vives,Carito,125.0,0.8,0.176,0.16,0.168
2445,vallenato,Omar Geles,Serenata a Mamá,124.0,0.6613,0.2339,0.1532,0.2097
2446,vallenato,Omar Geles,A Blanco Y Negro,124.0,0.4516,0.1613,0.0968,0.121
2447,vallenato,Omar Geles,Pueda ser que no me extrañes,70.0,0.8286,0.3571,0.0857,0.1571
2448,vallenato,Omar Geles,Hoja En Blanco,152.0,0.6974,0.2829,0.0921,0.2434
2449,vallenato,Omar Geles,Mi mamá me lo decía,111.0,0.4775,0.2072,0.0631,0.1441
2450,vallenato,Omar Geles,Eres mi Todo,131.0,0.542,0.2443,0.0763,0.1527
2451,vallenato,Omar Geles,Lo más dificil,135.0,0.5185,0.2296,0.1111,0.1407
2452,vallenato,Omar Geles,Chao Amor,162.0,0.4506,0.1543,0.0556,0.1235
2453,vallenato,Omar Geles,Sin tí no hay cielo,116.0,0.5172,0.181,0.1379,0.1552
2454,vallenato,Omar Geles,A Ella Le Luce Todo,82.0,0.8049,0.2805,0.1829,0.2073
2455,vallenato,Omar Geles,Mi ilusión,178.0,0.5674,0.1798,0.1124,0.2247
2456,vallenato,Peter Manjarres,Obsesión,121.0,0.6529,0.2314,0.0909,0.281
2457,vallenato,Peter Manjarres,Que Dios te bendiga,179.0,0.4302,0.1117,0.0447,0.1173
2458,vallenato,Peter Manjarres,Tu loco soy yo,146.0,0.5274,0.1849,0.1233,0.1575
2459,vallenato,Peter Manjarres,Amor De Mi Sabana,97.0,0.5979,0.2062,0.1134,0.1649
2460,vallenato,Peter Manjarres,Me Vale Ver...t,89.0,0.3708,0.1573,0.0449,0.0787
2461,vallenato,Peter Manjarres,Te Espeliculaste,106.0,0.566,0.1981,0.0755,0.1698
2462,vallenato,Peter Manjarres,Me Llevas Al Cielo,138.0,0.4783,0.1739,0.0507,0.1812
2463,vallenato,Peter Manjarres,Dime Que Sí,87.0,0.5057,0.2184,0.0575,0.1264
2464,vallenato,Peter Manjarres,El papa de los amores,92.0,0.7065,0.2391,0.1522,0.1413
2465,vallenato,Peter Manjarres,Imbatible (part. Sergio Luis Rodriguez),83.0,0.4699,0.1566,0.0964,0.1687
2466,salsa,Marc Anthony,Vivir Mi Vida,97.0,0.3505,0.2062,0.0,0.1134
2467,salsa,Marc Anthony,Flor Pálida,85.0,0.6588,0.2235,0.1059,0.1647
2468,salsa,Marc Anthony,Muy Dentro De Mi,83.0,0.5542,0.2892,0.0964,0.1325
2469,salsa,Marc Anthony,Te Amaré,72.0,0.625,0.3056,0.0694,0.1806
2470,salsa,Marc Anthony,Tu Amor Me Hace Bien,87.0,0.6092,0.2529,0.1149,0.1724
2471,salsa,Marc Anthony,Vivir Lo Nuestro,168.0,0.381,0.1131,0.0833,0.119
2472,salsa,Marc Anthony,Y Cómo Es El,83.0,0.5301,0.2289,0.0723,0.1446
2473,salsa,Marc Anthony,Ahora Quién (Salsa Versión),133.0,0.5038,0.2105,0.0526,0.203
2474,salsa,Marc Anthony,Valió La Pena,102.0,0.4314,0.1471,0.0294,0.1569
2475,salsa,Marc Anthony,Y Hubo Alguien,150.0,0.5133,0.2533,0.0867,0.1
2476,salsa,Marc Anthony,Hasta Ayer,110.0,0.6,0.2273,0.0909,0.2182
2477,salsa,Marc Anthony,Dejé de Amar (part. Don Felipe Muñiz),94.0,0.5319,0.2128,0.0532,0.1915
2478,salsa,Marc Anthony,Te Conozco Bien,114.0,0.4298,0.1491,0.0702,0.1842
2479,salsa,Marc Anthony,Que Precio Tiene El Cielo,144.0,0.4583,0.1806,0.0347,0.1458
2480,salsa,Marc Anthony,I Need You,364.0,0.2363,0.0055,0.0,0.011
2481,salsa,Marc Anthony,You Sang To Me,437.0,0.1876,0.0046,0.0069,0.016
2482,salsa,Marc Anthony,My Baby You,181.0,0.4309,0.0055,0.0055,0.0718
2483,salsa,Marc Anthony,Contra La Corriente,56.0,0.4821,0.25,0.0714,0.1071
2484,salsa,Marc Anthony,Cambio de Piel,110.0,0.4636,0.2364,0.0636,0.1364
2485,salsa,Marc Anthony,Pa’lla Voy,97.0,0.299,0.0412,0.0206,0.0515
2486,salsa,Marc Anthony,No Me Conoces,87.0,0.6782,0.2989,0.069,0.2759
2487,salsa,Marc Anthony,When I Dream At Night,240.0,0.3292,0.0042,0.0042,0.0375
2488,salsa,Marc Anthony,Yo Trato,160.0,0.375,0.1812,0.075,0.0812
2489,salsa,Marc Anthony,Volando Entre Tus Brazos,76.0,0.5,0.1842,0.1184,0.1184
2490,salsa,Marc Anthony,Este Loco Que Te Mira,96.0,0.6667,0.2083,0.0938,0.2604
2491,salsa,Marc Anthony,Tu Vida En La Mía,94.0,0.5851,0.266,0.0638,0.234
2492,salsa,Marc Anthony,Preciosa,103.0,0.6796,0.1456,0.1359,0.2233
2493,salsa,Marc Anthony,Dimelo (I Need To Know),46.0,0.6739,0.2609,0.0435,0.2174
2494,salsa,Marc Anthony,Escapémonos,86.0,0.5116,0.186,0.093,0.2093
2495,salsa,Marc Anthony,Mala,158.0,0.1709,0.0633,0.0316,0.0506
2496,salsa,Marc Anthony,I Need To Know,186.0,0.3441,0.0161,0.0108,0.0161
2497,salsa,Marc Anthony,Llegaste a Mí,153.0,0.3987,0.2092,0.0392,0.098
2498,salsa,Marc Anthony,Parecen Viernes,101.0,0.4356,0.1683,0.0297,0.1881
2499,salsa,Marc Anthony,A Quien Quiero Mentirle,79.0,0.4051,0.2532,0.0506,0.0886
2500,salsa,Marc Anthony,Aguanile,161.0,0.3416,0.087,0.0559,0.0559
2501,salsa,Marc Anthony,Amar Sin Mentiras,75.0,0.5333,0.2667,0.0533,0.2
2502,salsa,Marc Anthony,Nada de Nada,75.0,0.68,0.1867,0.16,0.28
2503,salsa,Marc Anthony,Celos,134.0,0.5075,0.2313,0.0597,0.1716
2504,salsa,Marc Anthony,Nadie Como Ella,45.0,0.8667,0.3556,0.1111,0.3556
2505,salsa,Marc Anthony,Tan Solo Palabras,85.0,0.4118,0.1882,0.0235,0.1529
2506,salsa,Marc Anthony,Está Rico (part. Bad Bunny &amp; Will Smith),272.0,0.4559,0.0294,0.0294,0.0735
2507,salsa,Marc Anthony,Flor Pálida,65.0,0.6615,0.2308,0.1385,0.1846
2508,salsa,Marc Anthony,Lamento Borincano,99.0,0.7374,0.2626,0.1515,0.2727
2509,salsa,Marc Anthony,Palabras Del Alma,155.0,0.329,0.1097,0.0516,0.0774
2510,salsa,Marc Anthony,No Sabes Como Duele,43.0,0.8837,0.2791,0.093,0.2326
2511,salsa,Marc Anthony,Si Te Vas,163.0,0.3497,0.135,0.0429,0.0736
2512,salsa,Marc Anthony,Así Como Hoy,104.0,0.3462,0.1442,0.0385,0.1154
2513,salsa,Marc Anthony,El Que Te Amaba,105.0,0.3333,0.1238,0.0667,0.0667
2514,salsa,Marc Anthony,Un Mal Sueno,61.0,0.8852,0.3443,0.2131,0.2787
2515,salsa,Marc Anthony,Yo Le Mentí,95.0,0.4737,0.2316,0.0421,0.1053
2516,salsa,Rubén Blades,Amor y Control,133.0,0.6842,0.2556,0.1203,0.2857
2517,salsa,Rubén Blades,Lágrimas,168.0,0.5952,0.256,0.0298,0.1726
2518,salsa,Rubén Blades,Pedro Navaja (part. Willie Colon),275.0,0.6109,0.1927,0.0873,0.1818
2519,salsa,Rubén Blades,Decisiones,163.0,0.7485,0.2086,0.1779,0.2577
2520,salsa,Rubén Blades,Patria,64.0,0.7188,0.1406,0.2031,0.3438
2521,salsa,Rubén Blades,Plástico (part. Willie Colon),273.0,0.5934,0.1832,0.1136,0.2088
2522,salsa,Rubén Blades,Sorpresa,152.0,0.7632,0.3158,0.1053,0.2434
2523,salsa,Rubén Blades,Maestra Vida,197.0,0.5838,0.1675,0.0863,0.3046
2524,salsa,Rubén Blades,El Padre Antonio (Y Su Monaguillo Andrés),201.0,0.5721,0.1294,0.0896,0.2139
2525,salsa,Rubén Blades,Adan Garcia,131.0,0.8168,0.2901,0.1527,0.3053
2526,salsa,Rubén Blades,Buscando Guayaba,137.0,0.4818,0.1971,0.0511,0.1168
2527,salsa,Rubén Blades,Plantación Adentro (part. Willie Colon),143.0,0.3427,0.0699,0.0629,0.1259
2528,salsa,Rubén Blades,Desapariciones,120.0,0.8583,0.2083,0.1417,0.2917
2529,salsa,Rubén Blades,Maria Lionza,176.0,0.4261,0.0739,0.0909,0.142
2530,salsa,Rubén Blades,Por Tu Mala Maña,180.0,0.4944,0.1611,0.1056,0.1778
2531,salsa,Rubén Blades,Tiburon (part. Willie Colon),153.0,0.5294,0.1699,0.098,0.1634
2532,salsa,Rubén Blades,Camaleón,100.0,0.55,0.24,0.09,0.18
2533,salsa,Rubén Blades,Creo En Ti,85.0,0.8941,0.2,0.2,0.3529
2534,salsa,Rubén Blades,El Cantante,194.0,0.5309,0.2165,0.0979,0.1804
2535,salsa,Rubén Blades,Según El Color,155.0,0.4774,0.1097,0.071,0.1935
2536,salsa,Rubén Blades,Tras La Tormenta,124.0,0.8226,0.3145,0.0968,0.2823
2537,salsa,Rubén Blades,Cipriano Armenteros,126.0,0.754,0.246,0.1349,0.2698
2538,salsa,Rubén Blades,El Nacimiento de Ramiro,294.0,0.5204,0.1667,0.0918,0.1599
2539,salsa,Rubén Blades,Ojos De Perro Azul,151.0,0.6755,0.2517,0.1258,0.2318
2540,salsa,Rubén Blades,Caína,18.0,0.6111,0.2778,0.0556,0.1667
2541,salsa,Rubén Blades,De Que,86.0,0.5581,0.1395,0.0465,0.1628
2542,salsa,Rubén Blades,Paula C,207.0,0.4106,0.1787,0.0242,0.0821
2543,salsa,Rubén Blades,Yo Puedo Vivir Del Amor,227.0,0.4802,0.163,0.0749,0.1366
2544,salsa,Rubén Blades,Caminando,62.0,0.6452,0.1935,0.0323,0.2903
2545,salsa,Rubén Blades,Cuentas Del Alma,64.0,0.7344,0.2969,0.1094,0.2656
2546,salsa,Rubén Blades,Juan Pachanga,128.0,0.4922,0.1562,0.0703,0.1406
2547,salsa,Rubén Blades,Las Calles,109.0,0.8991,0.1927,0.1835,0.3486
2548,salsa,Rubén Blades,Pablo Pueblo,183.0,0.5574,0.1639,0.1038,0.2295
2549,salsa,Rubén Blades,Naturaleza muerta,78.0,0.7308,0.141,0.2051,0.2436
2550,salsa,Rubén Blades,Siembra,152.0,0.5461,0.1842,0.0921,0.1908
2551,salsa,Rubén Blades,Te Están Buscando (part. Willie  Colón),156.0,0.5385,0.1603,0.109,0.2115
2552,salsa,Rubén Blades,Todos Vuelven,47.0,0.8511,0.2128,0.1277,0.3617
2553,salsa,Rubén Blades,El Cazangero,173.0,0.3584,0.0809,0.052,0.1098
2554,salsa,Rubén Blades,Hipocresía,99.0,0.9192,0.2525,0.202,0.404
2555,salsa,Rubén Blades,La Perla,425.0,0.6918,0.1624,0.12,0.2212
2556,salsa,Rubén Blades,Me Recordarás,42.0,0.7381,0.2381,0.119,0.2143
2557,salsa,Rubén Blades,Vida,95.0,0.8947,0.2211,0.1789,0.3789
2558,salsa,Rubén Blades,Juanito Alimaña,195.0,0.559,0.1744,0.1231,0.1077
2559,salsa,Rubén Blades,Muévete,97.0,0.866,0.2268,0.1031,0.2474
2560,salsa,Rubén Blades,Sicarios,82.0,0.8293,0.3659,0.122,0.2805
2561,salsa,Rubén Blades,Ya no te puedo querer,68.0,0.7206,0.2941,0.0735,0.2206
2562,salsa,Rubén Blades,Ligia Elena (part. Willie Colon),181.0,0.5083,0.1215,0.105,0.1878
2563,salsa,Rubén Blades,Claro Oscuro,221.0,0.4525,0.1493,0.0995,0.1674
2564,salsa,Rubén Blades,G.D.B.D.,226.0,0.7965,0.2434,0.1637,0.3009
2565,salsa,Rubén Blades,Mi Niña Bonita,149.0,0.5034,0.1879,0.0403,0.1812
2566,salsa,Rey Ruiz,No Me Acostumbro,127.0,0.5827,0.2598,0.1024,0.1811
2567,salsa,Rey Ruiz,Si Te Preguntan,114.0,0.5263,0.2281,0.0614,0.1228
2568,salsa,Rey Ruiz,Mi Media Mitad,151.0,0.4172,0.1854,0.0795,0.1258
2569,salsa,Rey Ruiz,Luna Negra,109.0,0.3486,0.156,0.055,0.1284
2570,salsa,Rey Ruiz,Amiga,106.0,0.6509,0.3302,0.0755,0.1604
2571,salsa,Rey Ruiz,El Hombre de Tu Vida,136.0,0.4412,0.1471,0.0809,0.1838
2572,salsa,Rey Ruiz,Creo En El Amor,78.0,0.6282,0.2051,0.1026,0.2692
2573,salsa,Rey Ruiz,Hasta El Sol De Hoy,50.0,0.58,0.22,0.06,0.18
2574,salsa,Rey Ruiz,Te Propongo,156.0,0.2692,0.0897,0.0321,0.0962
2575,salsa,Rey Ruiz,Amigos de Verdad,41.0,0.8537,0.3659,0.1463,0.3415
2576,salsa,Rey Ruiz,Aparentemente,125.0,0.448,0.208,0.056,0.128
2577,salsa,Rey Ruiz,Ella,95.0,0.7158,0.2421,0.0947,0.2737
2578,salsa,Rey Ruiz,No Vale La Pena Enamorarse,70.0,0.4429,0.1714,0.1,0.1143
2579,salsa,Rey Ruiz,Eso Digo Yo,120.0,0.6083,0.2583,0.05,0.2
2580,salsa,Rey Ruiz,Si Me Das Un Beso,142.0,0.4577,0.2183,0.0493,0.1831
2581,salsa,Rey Ruiz,Devorame Otra Vez,86.0,0.4651,0.1628,0.0698,0.1279
2582,salsa,Rey Ruiz,El Diablo Anda Suelto,175.0,0.4571,0.24,0.0571,0.0857
2583,salsa,Rey Ruiz,Desde Que no Estas,53.0,0.8868,0.3585,0.0943,0.2642
2584,salsa,Rey Ruiz,El Rey Del Mundo,97.0,0.4742,0.134,0.0619,0.2062
2585,salsa,Rey Ruiz,Corazon Arrepentido,147.0,0.5714,0.2517,0.0748,0.1905
2586,salsa,Rey Ruiz,Piano,89.0,0.5169,0.2135,0.1348,0.1348
2587,salsa,Rey Ruiz,Vengo (Version Salsa),138.0,0.529,0.2174,0.0507,0.1884
2588,salsa,Rey Ruiz,Enamorado,52.0,0.7115,0.2115,0.1923,0.2115
2589,salsa,Rey Ruiz,Para Olvidarte,49.0,0.7551,0.3469,0.1224,0.2245
2590,salsa,Rey Ruiz,Por eso ella esta conmigo,105.0,0.5524,0.2857,0.0571,0.1714
2591,salsa,Rey Ruiz,El Piano,40.0,0.775,0.275,0.25,0.2
2592,salsa,Rey Ruiz,Max Demian,85.0,0.6588,0.1529,0.0941,0.0941
2593,salsa,Rey Ruiz,Tú No Sabes,111.0,0.5946,0.2973,0.0631,0.2072
2594,salsa,Rey Ruiz,Vereda Tropical,88.0,0.3977,0.1818,0.0568,0.1364
2595,salsa,Celia Cruz,La Vida Es Un Carnaval,116.0,0.3103,0.1638,0.0345,0.1034
2596,salsa,Celia Cruz,Burundanga (part. Lola Flores),145.0,0.1379,0.0414,0.0345,0.0483
2597,salsa,Celia Cruz,Lágrimas Negras,108.0,0.4537,0.1759,0.0648,0.1389
2598,salsa,Celia Cruz,Guantanamera,65.0,0.5385,0.0923,0.1077,0.1231
2599,salsa,Celia Cruz,Oye Como Va,102.0,0.4216,0.1569,0.0588,0.1078
2600,salsa,Celia Cruz,Te Busco,51.0,0.9412,0.2941,0.1569,0.4706
2601,salsa,Celia Cruz,Feliz en Tu Día,93.0,0.4946,0.086,0.043,0.1183
2602,salsa,Celia Cruz,Quimbara (part. Johnny Pacheco),234.0,0.188,0.0427,0.0256,0.0214
2603,salsa,Celia Cruz,La Negra Tiene Tumbao,128.0,0.4062,0.1875,0.0703,0.1172
2604,salsa,Celia Cruz,No Tiene Talento,95.0,0.6,0.1789,0.1158,0.2421
2605,salsa,Celia Cruz,Yerbero Moderno,166.0,0.1747,0.0361,0.0422,0.0723
2606,salsa,Celia Cruz,Yo Viviré (I Will Survive),163.0,0.5092,0.2025,0.0429,0.227
2607,salsa,Celia Cruz,Ríe y Llora,84.0,0.4167,0.119,0.119,0.131
2608,salsa,Celia Cruz,Isadora,194.0,0.3866,0.1186,0.0773,0.1443
2609,salsa,Celia Cruz,Dile Que Por Mí No Tema,49.0,0.7755,0.3469,0.1429,0.1837
2610,salsa,Celia Cruz,Usted Abusó,94.0,0.4043,0.1596,0.0319,0.1702
2611,salsa,Celia Cruz,Maquinolandera,141.0,0.2057,0.0709,0.0284,0.0922
2612,salsa,Celia Cruz,Que Le Den Candela,138.0,0.4783,0.1594,0.0652,0.1739
2613,salsa,Celia Cruz,Toro Mata (part. Johnny Pacheco),180.0,0.1444,0.0556,0.0222,0.0167
2614,salsa,Celia Cruz,"Ritmo, Tambor y Flores",171.0,0.1813,0.0468,0.0234,0.0643
2615,salsa,Celia Cruz,Vieja Luna,36.0,0.4722,0.2222,0.0556,0.1667
2616,salsa,Celia Cruz,Babalu,74.0,0.4459,0.0946,0.0676,0.1486
2617,salsa,Celia Cruz,Caramelo a Kilo.,158.0,0.1899,0.0127,0.0633,0.0696
2618,salsa,Celia Cruz,Las Pilanderas (dúo Matilde Díaz),130.0,0.3308,0.1308,0.0538,0.1
2619,salsa,Celia Cruz,Tu Voz (part. Oscar D'León),96.0,0.4583,0.1042,0.1458,0.1875
2620,salsa,Celia Cruz,Ven Bernabé,91.0,0.6484,0.2308,0.0769,0.1868
2621,salsa,Celia Cruz,Cuando Salí de Cuba,91.0,0.4396,0.1758,0.0879,0.0989
2622,salsa,Celia Cruz,Bemba Colorá,235.0,0.3702,0.1191,0.0426,0.1319
2623,salsa,Celia Cruz,"Quizás, Quizás, Quizás",16.0,0.6875,0.375,0.0,0.0625
2624,salsa,Celia Cruz,Salsipuedes,172.0,0.3081,0.1279,0.064,0.0814
2625,salsa,Celia Cruz,Tuya y Más Que Tuya,44.0,0.4318,0.1818,0.0682,0.1591
2626,salsa,Celia Cruz,Bamboleo,105.0,0.4762,0.2286,0.0381,0.1143
2627,salsa,Celia Cruz,Te Solté La Rienda,49.0,0.8571,0.2449,0.1429,0.3265
2628,salsa,Celia Cruz,Azúcar Negra,126.0,0.3254,0.0635,0.0556,0.0794
2629,salsa,Celia Cruz,Canto a Yemayá,76.0,0.3816,0.0921,0.0658,0.1184
2630,salsa,Celia Cruz,Cúcala,140.0,0.1571,0.0643,0.0357,0.0286
2631,salsa,Celia Cruz,Juancito Trucupey,102.0,0.2549,0.0588,0.049,0.0784
2632,salsa,Celia Cruz,Por Si Acaso No Regreso,156.0,0.5577,0.2628,0.0705,0.1795
2633,salsa,Celia Cruz,Vasos Vacíos (part. Los Fabulosos Cadillacs),131.0,0.3359,0.1221,0.0382,0.0916
2634,salsa,Celia Cruz,Espérame En El Cielo,40.0,0.475,0.175,0.075,0.175
2635,salsa,Celia Cruz,Historia de Una Rumba,135.0,0.4815,0.2074,0.0741,0.1333
2636,salsa,Celia Cruz,Perdón,61.0,0.3934,0.0984,0.082,0.1639
2637,salsa,Celia Cruz,Cucurucucu Paloma,67.0,0.5821,0.194,0.0896,0.1642
2638,salsa,Celia Cruz,El Son De Celia Y Oscar,206.0,0.5146,0.1311,0.1456,0.1553
2639,salsa,Celia Cruz,Siento La Nostalgia De Palmeras,67.0,0.5224,0.1493,0.1194,0.209
2640,salsa,Celia Cruz,Cuando Estoy Contigo,55.0,0.6364,0.1091,0.2,0.3273
2641,salsa,Celia Cruz,El Cóndor Pasa,28.0,0.8571,0.2857,0.1071,0.25
2642,salsa,Celia Cruz,Gracia Divina,123.0,0.3008,0.1463,0.0407,0.0488
2643,salsa,Celia Cruz,Luna Sobre Matanzas,44.0,0.7955,0.1364,0.3409,0.25
2644,salsa,Celia Cruz,"Mi Amor, Buenas Noches",56.0,0.3036,0.0893,0.0,0.1429
2645,salsa,Héctor Lavoe,El Cantante,202.0,0.5743,0.2277,0.0842,0.203
2646,salsa,Héctor Lavoe,Triste y Vacía,128.0,0.4922,0.1641,0.0938,0.1953
2647,salsa,Héctor Lavoe,Juanito Alimaña,216.0,0.4815,0.1713,0.0972,0.1435
2648,salsa,Héctor Lavoe,El Rey de La Puntualidad,123.0,0.6911,0.2276,0.1382,0.2114
2649,salsa,Héctor Lavoe,Ausencia,108.0,0.5833,0.287,0.0833,0.1389
2650,salsa,Héctor Lavoe,Todo Tiene Su Final,68.0,0.8235,0.3676,0.1029,0.2059
2651,salsa,Héctor Lavoe,La Murga,52.0,0.4615,0.0962,0.0769,0.1346
2652,salsa,Héctor Lavoe,Mi Gente,21.0,0.8095,0.4762,0.1429,0.1429
2653,salsa,Héctor Lavoe,Periódico de Ayer,66.0,0.6515,0.2121,0.197,0.1818
2654,salsa,Héctor Lavoe,El Dia de Mi Suerte,186.0,0.4677,0.2473,0.0376,0.1344
2655,salsa,Héctor Lavoe,Escarcha,143.0,0.4615,0.1678,0.0979,0.1608
2656,salsa,Héctor Lavoe,La Fama,74.0,0.7568,0.2838,0.0946,0.2568
2657,salsa,Héctor Lavoe,Calle Luna Calle Sol,133.0,0.406,0.1203,0.0677,0.1353
2658,salsa,Héctor Lavoe,El Todopoderoso,77.0,0.6234,0.1818,0.1688,0.2208
2659,salsa,Héctor Lavoe,Aléjate,121.0,0.5702,0.2231,0.0826,0.1901
2660,salsa,Héctor Lavoe,Amor De La Calle,85.0,0.4588,0.1882,0.0706,0.1529
2661,salsa,Héctor Lavoe,Loco,24.0,0.6667,0.1667,0.0833,0.2083
2662,salsa,Héctor Lavoe,La Banda,88.0,0.6477,0.2045,0.125,0.2045
2663,salsa,Héctor Lavoe,Barrunto,86.0,0.5233,0.1628,0.0581,0.2093
2664,salsa,Héctor Lavoe,Consejo De Oro,118.0,0.8983,0.3051,0.2203,0.2797
2665,salsa,Héctor Lavoe,Che Che Cole,69.0,0.6087,0.2029,0.087,0.1739
2666,salsa,Héctor Lavoe,Aires de Navidad,79.0,0.7215,0.1772,0.0759,0.3291
2667,salsa,Héctor Lavoe,Juana Peña,32.0,0.8125,0.25,0.125,0.2812
2668,salsa,Héctor Lavoe,Plazos Traicioneros,32.0,0.6562,0.3125,0.0938,0.1875
2669,salsa,Héctor Lavoe,Sombras Nada Mas,81.0,0.5679,0.1852,0.1358,0.2099
